Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,KY,2012,"6         ",Male,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2016,"11        ",Female,17,Right-Handed,170,24,170,1,Car,15,.341,36,Baseball/Softball,600,500,200,300,600,600,24,"Same length",76.2,82.5,"Ring finger",May,Summer,No,No,Seafood,Water,"Mathematics and statistics",8,9,4,"Yes - broadband connection","Cell phone",100,200,10,.25,6,8,10,0,5,5,3,1,3,0,"A lot","Undergraduate degree",Country,Invisibility,Happy,"Religious figure",Religious
USA,PA,2019,"12        ",Female,17,Right-Handed,168,22,166,1,Car,6,.395,37,Running/Jogging,500,100,800,400,800,950,22,"Left foot",180,165,"Index finger",December,Fall,Yes,No,Poultry,Water,"Mathematics and statistics",7,10,5,"Yes - other","Text messaging",200,200,10,1,5,10,6,2,25,15,20,10,4,5,Some,"Graduate degree",Country,Invisibility,Happy,"Coach or club leader",Health
USA,SC,2015,"11        ",Female,16,Right-Handed,164,24,166,1,Car,13,0.338,37,None,678,733,824,888,653,920,24,"Same length",75,73,"Index finger",May,Fall,No,No,Desserts,Water,Other,6,8,4,"Yes - other","Text messaging",226,297,17,6,5,10,8,0,38,35,20,8,30,14,"A lot","Graduate degree",Country,Telepathy,Happy,Friend,Health
USA,CA,2019,"12        ",Male,17,Right-Handed,172.7,27.1,178,2,Walk,8,.488,45,Swimming,700,650,725,625,500,625,27,"Right foot",750,750,"Same length",March,Spring,No,No,Meat,Water,Science,8,9,4,"Yes - broadband connection","In person",2,2,6,2,4,3,3,3,1,1,4,1,0,2,"A lot","Some college",Techno/Electronic,"Freeze time",Happy,Other,"International aid"
USA,CA,2016,"7         ",Female,13,Left-Handed,157,22,154,1,Walk,30,.435,54,Basketball,900,700,900,850,700,890,23,"Left foot",60,65,"Ring finger",April,Spring,No,No,"No favorite",Water,Music,6,9,4,"Yes - other","Internet chat or instant messaging",20,50,8,0,10,9,3,0,0,1,12,3,0,1,Some,"Graduate degree",Pop,Fly,Happy,Other,"International aid"
USA,TX,2016,"5         ",Female,10,Right-Handed,148,23,141,1,Car,10,0.736,53,Soccer,120,500,939,400,605,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2012,"7         ",Male,12,Ambidextrous,163,27.5,168,2,Car,18,.366,51,Basketball,32,599,16,781,851,1000,27,"Right foot",8.5,9.5,"Ring finger",May,Winter,Yes,No,Meat,"Soft drink (caffeinated)","Social studies",9,10.5,6,"Yes - broadband connection",Telephone,0,0,30,1,7,10,25,5,0,3,30,10,2,1,Some,"Graduate degree","Rap/Hip hop",Fly,Famous,"Sports person","International aid"
USA,CO,2016,"7         ",Male,12,Right-Handed,152,23,141,2,Car,3,0.382,47,None,90,700,990,600,45,800,23,"Same length",70,71,"Ring finger",December,Spring,No,No,Desserts,Other,Art,7,9,4,"Yes - broadband connection",Other,18,20,36,0,2,8,0,40,1,3,24,4,0,2,"A lot","High school",Other,Invisibility,Happy,Other,"Wildlife, animals"
USA,OH,2012,"12        ",Male,16,Right-Handed,173,27,166,2,Car,6,.334,41,Soccer,1000,800,600,550,80,100,27,"Same length",78,74,"Index finger",February,Fall,No,No,Fruit,Milk,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",50,50,8,1,12,8,12,5,7,4,20,5,0,1,Some,"Graduate degree",Other,Fly,Happy,Relative,Environment
USA,MI,2013,"12        ",Male,18,Right-Handed,183,30,187,1,Car,5,.34,50,Baseball/Softball,829,834,941,941,882,888,30,"Same length",91,83,"Index finger",February,Summer,Yes,No,Fruit,Juice,"Physical education",6,10,7,"Yes - broadband connection","Text messaging",200,250,20,5,5,30,30,10,10,5,2,30,20,1,Some,"Graduate degree",Country,Fly,Rich,Relative,Environment
USA,MN,2019,"11        ",Male,16,Right-Handed,158,30,159,1,Bus,30,.42,40,Basketball,957,947,786,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2014,"4         ",Male,9,Right-Handed,153,20,132,1,Car,30,,,Soccer,,,,,,,20,"Left foot","60   ","65  ","Ring finger",April,Spring,,No,"No favorite",Juice,Other,,,3,,"In person",0,"0    ",3,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Female,17,Right-Handed,165,25.5,166,3,Walk,17,0.489,45,Golf,1000,1000,1000,1000,0,0,25.5,"Left foot",78,73,"Index finger",September,Summer,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,9,3,"Yes - broadband connection","Cell phone",20,27,10,5,26,19,21,0,20,10,40,0,0,20,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,"Sports person","Wildlife, animals"
USA,CA,2019,"11        ",Male,16,Ambidextrous,1,1,1,69,Boat,43344,1,1,None,1,1,1,1,1,1,69420,"Left foot",1,1,"Same length",February,Winter,No,No,Seafood,Milk,"Mathematics and statistics",1,1,3232,"No internet connection","In person",1,1,1,333,1232,2,2,2,1,1,1,1,1,1,"A lot",Other,Techno/Electronic,Telepathy,Healthy,"Religious figure","Education/Youth development"
USA,OH,2020,"8         ",Female,14,Right-Handed,58,22,156,3,Car,20,.528,56,Bowling,1000,1000,1000,1000,50,100,23,"Left foot",75,71,"Index finger",December,Fall,Yes,No,"No favorite",Juice,History,4,7,4,"Yes - broadband connection","Internet chat or instant messaging",50,100,8,5,6,3,2,5,3,2,9,0,0,3,"A lot","Undergraduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,SC,2011,"11        ",Female,15,Right-Handed,168,24,168,2,Car,10,0.312,50,Other,100,500,200,,500,600,24,"Same length",67,70,"Ring finger",March,Summer,No,No,"Rice/Noodle dishes",Water,Art,7,9,3,"Yes - broadband connection","In person",13,12,35,1,7,2,5,1,2,2,10,15,0,2,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,ID,2014,"12        ",Female,18,Right-Handed,162,24,159,1,Car,15,0.374,39,Dancing,500,500,500,500,500,500,25,"Left foot",8.5,9,"Ring finger",September,Summer,Yes,No,"No favorite",Water,Music,6,8,3,"Yes - other","Cell phone",72,73,4,18,7,7,1,0,2,3,3,2,0,20,Some,"Graduate degree",Reggae,Fly,Healthy,Relative,"Arts, culture, sports"
USA,IA,2013,"12        ",Male,17,Right-Handed,182,13,191,2,Walk,15,.271,20,"Martial Arts",,,,,,,13,"Same length",7.5,8,"Ring finger",March,Winter,No,No,Meat,Milk,Art,9,9,3,"Yes - broadband connection","In person",0,0,0,0,2,3,2,4,0,0,2,3,0,3,"Very little","Graduate degree",Other,Fly,Rich,Other,"Arts, culture, sports"
USA,CA,2018,"12        ",Female,16,Right-Handed,167,23,172,2,Car,5,0.444,50,Dancing,930,610,802,850,829,941,22,"Right foot",75,70,"Index finger",September,Fall,Yes,Yes,Desserts,Water,"Social studies",8,8,4,"Yes - broadband connection","In person",15,10,10,2,5,16,5,3,10,12,12,6,0,3,Some,"Graduate degree",Other,"Freeze time",Healthy,"Musician or singer",Health
USA,SC,2013,"11        ",Male,18,Right-Handed,182.9,30.5,184,2,Car,17,0.752,68,Athletics,1000,1000,590,900,200,6,27.94,"Same length",100,100,"Same length",July,Spring,No,No,Meat,Milk,English,7,11,3,"Yes - broadband connection","Text messaging",20,27,20,1,3,4,6,0,5,3,2,10,3,2,"A lot","Graduate degree",Reggae,Fly,Happy,"Business person",Environment
USA,CA,2018,"12        ",Female,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2013,"11        ",Female,16,Left-Handed,168,25,172,2,Car,20,.772,42,Swimming,1000,1000,1000,1000,500,500,24,"Right foot",85,75,"Index finger",February,Spring,Yes,No,Desserts,Water,Art,7,9,4,"Yes - other","In person",10,10,5,1,10,5,2,1,0,2,2,4,0,3,"A lot","Graduate degree",Other,Telepathy,Rich,Relative,Health
USA,GU,2016,"12        ",Female,18,Right-Handed,166,23,162,2,Car,20,,,None,1000,1000,1000,1000,1000,1000,23,,7,7,"Same length",December,Fall,Yes,No,Other,Other,Other,8.7,9,5,"Yes - other",Other,10,10,6,1,10,10,0,5,5,1,3,0,0,2,Some,"Undergraduate degree",Other,Fly,Happy,"Community leader or elder",Health
USA,MO,2017,"12        ",Male,17,Right-Handed,185,27.1,190,1,Car,15,.45,37,Golf,950,850,800,770,750,750,27.1,"Same length",800,790,"Index finger",April,Summer,No,No,Meat,Tea,"Mathematics and statistics",7,6,4,"Yes - other","Text messaging",34,56,15,3,5,10,7,0,12,7,20,7,20,0,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Business person","Arts, culture, sports"
USA,PA,2010,"6         ",Female,12,Right-Handed,58,28,20,1,Bus,15,0.36,38,Walking/Hiking,925,861,840,,995,995,27,"Right foot",15,18,"Index finger",June,Fall,No,No,Desserts,Juice,Science,9,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,6,6,8,4,5,2,10,10,10,8,9,1,3,Some,"Graduate degree",Techno/Electronic,Telepathy,Rich,Friend,Environment
USA,PA,2018,"4         ",Male,9,Right-Handed,130,20,50,1,Bus,25,1.254,55,Walking/Hiking,"1,000","1,000","1,000",995,5,5,16,"Right foot",75,88,"Ring finger",April,Summer,No,No,Desserts,Milk,Other,9,5,7,"Yes - other","In person",0,0,6,0,2,1,2,1/2,0,0,5,1,0,0,None,Other,Other,Telepathy,Healthy,Other,Religious
USA,CA,2012,"12        ",Male,17,Right-Handed,175,27,183,2,Car,10,.35,37,Basketball,561,545,481,599,1000,1000,27,"Same length",78,82,"Ring finger",March,Summer,Yes,No,"Rice/Noodle dishes",Water,Other,5,7,4,"Yes - other","Text messaging",250,250,10,3,3,14,5,10,7,30,15,1,0,3,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Other,Other
USA,IL,2018,"12        ",Female,16,Left-Handed,169,24,165,2,Car,10,0.712,41,Dancing,1000,1000,950,950,750,900,23.5,"Right foot",94,102,"Ring finger",May,Spring,No,No,"No favorite",Water,Music,7,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,4,8,0.3,4,30,4,0.3,15,1,50,12,0,3,Some,"Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,OH,2013,"9         ",Male,15,Right-Handed,,,,2,Car,,0.234,66,Athletics,,,,,,,,"Same length",,,,August,Summer,No,No,Pizza/Pasta,Juice,Languages,8,5,4,"Yes - other","In person",0,0,,,,,,,,,,,,,Some,"Graduate degree","Rap/Hip hop","Super strength",Healthy,Relative,Health
USA,IN,2016,"12        ",Male,17,Right-Handed,175,28,188,4,Bus,21,0.352,40,Other,1000,1000,1000,1000,1000,1000,28,"Same length",102.1,109.5,"Ring finger",June,Fall,No,No,Meat,Juice,"Computers and technology",7,8,4,"Yes - broadband connection","Internet chat or instant messaging",50,30,4,0.2,16,2,12,1,78,74,80,11,0,2,"A lot",Other,Pop,"Freeze time",Happy,Actor,"International aid"
USA,DC,2010,"9         ",Male,15,Right-Handed,,28,23,1,Bus,30,0.75,120,"Football (American)",1000,1000,1000,,1000,1000,28,"Same length",8,9,"Ring finger",March,Spring,No,No,Pizza/Pasta,Juice,History,8,6,4,"Yes - dial-up connection","Text messaging",30,30,10,1,10,5,16,0,10,16,15,5,0,3,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer","International aid"
USA,CA,2014,"10        ",Male,15,Right-Handed,,26,72,1,Car,10,0.792,50,Soccer,,,,,,,,"Same length",,,"Index finger",July,Spring,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2013,"12        ",Male,17,Right-Handed,179,24,184,1,Car,28,.342,35,Basketball,200,100,40,400,900,900,24,"Left foot",75,74,"Index finger",November,Winter,No,No,"Rice/Noodle dishes",Juice,"Mathematics and statistics",8,8,3,"Yes - broadband connection","Text messaging",100,100,60,2,20,10,5,0,28,20,28,15,0,2,"A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Famous,Relative,"Education/Youth development"
USA,CA,2018,"12        ",Female,16,Right-Handed,165,23.5,164,2,Walk,10,0.446,30,Skateboarding/Rollerblading,647,727,797,791,668,615,23.5,"Same length",90,85,"Index finger",January,Winter,No,No,Fruit,Juice,Other,6,8,2,"Yes - broadband connection","Text messaging",30,35,3,5,16,5,2,4,5,10,8,3,0,5,Some,"Graduate degree",Country,Invisibility,Rich,"Musician or singer","Wildlife, animals"
USA,AR,2016,"8         ",Male,13,Left-Handed,151,24,152,2,Bus,,0.41,43,"Football (American)",750,800,500,500,500,1000,24,"Same length",9,"8 ","Index finger",August,Summer,No,No,Pizza/Pasta,"Sports drink","Physical education",9,12,5,"Yes - other","In person",10,20,8,30,10,7,2,30,1,2,2,4,8,3,Some,"High school",Jazz,"Freeze time",Happy,Friend,"Wildlife, animals"
USA,MO,2012,"8         ",Female,14,Right-Handed,160,22,158,1,Bus,10,.448,61,Basketball,800,1000,700,1000,600,1000,22,"Same length",15,15,"Ring finger",December,Summer,Yes,No,Fruit,Water,English,9,11,4,"Yes - broadband connection","Text messaging",150,150,35,0,2,10,3,3,30,54,50,14,0,1,"Very little","Undergraduate degree","Punk rock",Telepathy,Happy,"Musician or singer",Environment
USA,NC,2017,"12        ",Male,17,Right-Handed,200,29,193,1,Car,15,.417,34,"Hockey (Ice)",791,540,856,781,358,967,29,"Same length",89,95,"Ring finger",April,Summer,No,No,Seafood,"Soft drink (caffeinated)",Music,6,10,4,"Yes - broadband connection","In person",10,10,2,0,10,3,14,10,5,1,30,3,1,2,"Very little","Graduate degree",Pop,Invisibility,Healthy,"Musician or singer","International aid"
USA,CA,2011,"12        ",Male,17,Right-Handed,187.9,33.0,195.7,1,Car,6,.47,58,Cycling,800,700,400,,500,700,33.0,"Same length",17,18,"Ring finger",April,Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,IN,2016,"10        ",Female,15,Right-Handed,168,25,169,1,Car,11,0.464,41,Baseball/Softball,1000,800,800,800,500,500,25,"Same length",81,80,"Index finger",August,Summer,No,No,Meat,Milk,"Social studies",6,10,4,"Yes - broadband connection","Cell phone",250,275,3,.5,28,10,15,0,25,25,25,5,0,5,Some,"Graduate degree",Country,Telepathy,Happy,"Sports person",Health
USA,VA,2015,"11        ",Female,17,Ambidextrous,160,21,153,1,Car,15,0.39,40,Other,668,668,545,759,930,1000,21,"Same length",75,63,"Ring finger",November,Fall,Yes,No,Poultry,Water,Science,6,8,3,"Yes - broadband connection","In person",15,15,6,1,10,6,14,0,4,1,8,8,0,1,"A lot","Graduate degree",Other,Fly,Happy,Relative,"Wildlife, animals"
USA,KY,2013,"5         ",Male,11,Right-Handed,144,21,145,1,Car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NE,2016,"11        ",Female,14,Right-Handed,175,25,,1,Car,20,.461,60,Lacrosse,,,,,,,26,"Left foot",,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2016,"8         ",Female,14,Right-Handed,158,24,156,1,Bus,20,.383,48,Tennis,1000,999,999,997,12,20,24,"Same length",75,75,"Same length",October,Spring,No,No,Pizza/Pasta,Water,Music,8,10,4,"Yes - broadband connection","Text messaging",5,4,4,2,4,5,4,6,1,3,4,4,1,3,"A lot","Graduate degree","Rock and roll",Fly,Healthy,Relative,"Wildlife, animals"
USA,KS,2019,"12        ",Female,17,Right-Handed,"1.70 ",27,150,3,Walk,,1.5,40,Swimming,995,996,997,998,999,1000,27,"Same length",5.5,7.5,"Same length",May,Spring,No,No,Poultry,Water,"Mathematics and statistics",6,10,5,"Yes - other","In person",1,1,2,,,,,,,,,,,,,,,,,,
USA,OK,2016,"12        ",Female,17,Right-Handed,152,19,154,1,Car,10,0.678,42,Running/Jogging,53,305,460,176,160,53,,"Left foot",70,70,"Same length",April,Spring,No,No,Pizza/Pasta,Water,English,7,9,3,"Yes - other","Cell phone",55,60,20,8,8,6,4,0,3,120,40,30,25,12,Some,"Graduate degree",Pop,Fly,Healthy,"Doctor or nurse",Other
USA,WI,2016,"7         ",Female,12,Ambidextrous,177,25,176,1,Bus,25,.432,44,Walking/Hiking,,,,,,,,,11,10,"Ring finger",April,Winter,No,No,Pizza/Pasta,Water,Music,9,12,5,"Yes - other","Internet chat or instant messaging",30,29,2,1,2,5,.5,1,1,1,1,10,0,0,Some,"High school",Other,"Super strength",Famous,"Musician or singer","Arts, culture, sports"
USA,CA,2017,"7         ",Male,13,Right-Handed,167,26,168,2,Car,"4 ",0.163,"47 ",Soccer,647,824,1000,717,487,631,26,"Same length",75,80,"Ring finger",December,Winter,No,No,Meat,"Sports drink",History,7,9,6,"Yes - dial-up connection","In person",7,37,"2 ",2,3,5,1,2,1,1,6,1,1,1,"Very little","Graduate degree",Pop,Fly,Famous,"Musician or singer","Wildlife, animals"
USA,WI,2016,"8         ",Male,14,Right-Handed,165,26,165,2,Bus,15,.393,37,Baseball/Softball,500,600,400,800,1000,1000,27,"Same length",80,65,"Index finger",April,Summer,Yes,No,Meat,"Soft drink (caffeinated)",Science,8.5,5,4,"Yes - other","Internet chat or instant messaging",0,0,45,2,1,3,7,28,0,0,10,15,0,0,None,"Graduate degree","Rock and roll","Freeze time",Happy,Friend,"Arts, culture, sports"
USA,NC,2019,"12        ",Female,18,Right-Handed,160,24,160,1,Car,20,.306,37,Tennis,900,800,700,800,500,600,26,"Left foot",63.5,62,"Index finger",July,Fall,No,No,Seafood,Water,English,6,8,5,"No internet connection","Myspace, Facebook, other social networking sites, or blog",150,200,6,5,15,10,10,1,10,10,60,5,5,2,Some,"Graduate degree","Punk rock",Telepathy,Happy,"Religious figure",Health
USA,OH,2019,"12        ",Male,17,Right-Handed,5'9,n/a,n/a,None,Car,"7 min",0.553,,Golf,998,1000,1000,800,500,500,n/a,"Same length",40,30,"Index finger",June,Summer,No,No,Seafood,"Soft drink (non-caffeinated)","Computers and technology","8 hrs","6 hrs",7,"Yes - broadband connection",Telephone,14,12,"8 hrs","1 hr","2 hrs","5 hrs","2 hrs",12hrs,"4 hrs","7 hrs","6 hrs",0,0,"2 hrs",Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Business person",Environment
USA,OH,2016,"4         ",Male,10,Left-Handed,140,21,21,,Car,5,0.389,49,"Football (American)",1000,1000,1000,1000,1000,1000,21,"Same length",60,68,"Ring finger",February,Summer,Yes,No,Meat,Water,Science,8,6,5,"Yes - broadband connection","Text messaging",10,9,1000,1000,1000,1000,1000,1000,1000,,,,,,"Very little","Some college","Heavy metal","Super strength",Rich,"Sports person","International aid"
USA,CO,2019,"12        ",Male,17,Right-Handed,178,25,182,1,Car,6,.374,58,"Football (American)",460,754,845,588,717,1000,25,"Same length",81,85,"Ring finger",April,Fall,No,No,Meat,Water,"Physical education",7,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2011,"12        ",Male,18,Right-Handed,188,27,204,1,Car,15,.475,,Basketball,500,300,350,,900,1000,27,"Same length",110,120,"Ring finger",November,Summer,No,No,Pizza/Pasta,"Sports drink","Physical education",7,9,4,"Yes - broadband connection","Text messaging",150,150,42,2,2,10,50,14,30,12,32,14,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,GA,2018,"9         ",Female,14,Right-Handed,147.3,19.5,128,1,Car,15,.397,48.4,Other,600,300,900,700,250,750,19.5,"Same length",6,6.5,"Ring finger",March,Spring,No,No,Pizza/Pasta,Water,Science,6,9,5,"Yes - broadband connection","Text messaging",20,30,40,3,10,25,2,2,20,8,20,5,0,4,Some,"Graduate degree",Pop,"Freeze time",Happy,"Doctor or nurse","International aid"
USA,NC,2019,"7         ",Male,14,Right-Handed,"5,4",5,4,1,Bus,60,3,1,"Football (American)",1,1,1,1,1,1,2,"Same length",4,2,"Index finger",April,Summer,Yes,Yes,Meat,Tea,Other,1,3,,"Yes - other","Internet chat or instant messaging",12,21,24,0,0,0,0,0,0,0,0,0,0,0,"A lot","High school",Other,,Rich,Friend,Other
USA,CA,2018,"6         ",Male,11,Right-Handed,139,20,130,1,Car,20,0.345,43,"Martial Arts",1000,925,1000,615,1000,1000,20,"Same length",50,55,"Ring finger",April,Summer,Yes,No,"Rice/Noodle dishes",Water,"Computers and technology",7,10,4,"Yes - other","In person",0,0,32,1,13,43,8,11,0,2,23,3,0,1,"A lot","Graduate degree",Other,"Freeze time",Healthy,Relative,Environment
USA,AZ,2012,"7         ",Male,12,Right-Handed,159,,20,2,Walk,25,0.627,47,Golf,1000,1000,999,1000,9,999,,"Same length",,,"Same length",May,Summer,Yes,No,Pizza/Pasta,Water,History,12,13,6,"Yes - broadband connection","Cell phone",0,0,1,0,3,2,1,0,0,0,1,2,0,9,Some,"Graduate degree",Country,"Freeze time",Rich,"Religious figure","Wildlife, animals"
USA,NJ,2018,"12        ",Female,17,Right-Handed,160,23,168,1,Car,10,.421,37,Walking/Hiking,1000,1000,1000,1000,600,600,22,"Right foot",8,6,"Index finger",February,Winter,Yes,No,Pizza/Pasta,Water,"Social studies",8,6,4,"Yes - broadband connection","Text messaging",100,150,56,24,20,14,4,2,10,10,5,5,10,3,Some,"Graduate degree",Country,"Freeze time",Happy,"Musician or singer","International aid"
USA,CO,2017,"7         ",Female,12,Right-Handed,177,29,189,1,Walk,15,.716,65,Other,500,500,500,500,500,600,29,"Left foot",80,75,"Index finger",May,Winter,No,No,Poultry,Coffee,History,6,4,4,"Yes - other","Internet chat or instant messaging",25,27,5,0,2,2,10,6,10,5,10,9,0,3,"A lot","Some college","Heavy metal",Invisibility,Healthy,Other,"Arts, culture, sports"
USA,PA,2015,"6         ",Female,11,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2018,"11        ",Female,18,Right-Handed,160,23,157,1,Car,10,0.491,38,Walking/Hiking,668,765,551,519,337,872,23,"Same length",83,84,"Ring finger",February,Fall,No,No,"Rice/Noodle dishes",Water,History,6,7,4,"Yes - broadband connection","In person",9,12,10,1,10,2,0,3,7,2,12,5,20,3,"A lot","Graduate degree",Other,Fly,Happy,Actor,Environment
USA,NC,2019,"11        ",Male,15,Right-Handed,183,26,183,1.5,Car,15,.316,35,Skateboarding/Rollerblading,900,700,600,700,900,700,26,"Same length",74,82,"Ring finger",October,Winter,Yes,Yes,Seafood,Tea,"Mathematics and statistics",5.5,7,4,"Yes - broadband connection","In person",30,50,1,0,16,4,5,0,4,4,10,1,4,2,"A lot","Graduate degree","Punk rock",Telepathy,Happy,"Musician or singer",Environment
USA,KS,2019,"12        ",Female,17,Right-Handed,162,21,162,2,Car,8,.861,51,Dancing,1000,1000,1000,1000,500,600,23,"Left foot",65,75,"Ring finger",March,Winter,No,No,Pizza/Pasta,Water,Science,7,6,4,"Yes - broadband connection","In person",30,60,12,1,4,7,1,1,15,10,7,7,10,5,Some,"Graduate degree",Other,Fly,Happy,"Business person",Environment
USA,MT,2015,"6         ",Female,11,Left-Handed,167,30,165,3,Car,5,.41,48,Basketball,492,481,476,481,1000,1000,28,"Right foot",100,60,"Index finger",April,Summer,No,No,Desserts,Water,"Physical education",7,11,4,"Yes - other","Cell phone",48,52,3,7,32,5,34,0,7,20,1,25,0,2,"A lot","High school",Pop,"Freeze time",Famous,"Sports person","International aid"
USA,NY,2019,"12        ",Female,17,Right-Handed,164,24,131,1,Car,10,.316,47,None,754,1000,198,182,866,950,23.75,"Right foot",90,95,"Index finger",May,Fall,Yes,No,Fruit,Tea,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",50,50,3,0,20,10,2,0,15,5,0,6,0,3,"A lot","Undergraduate degree",Jazz,Invisibility,Happy,Relative,"Wildlife, animals"
USA,MT,2015,"11        ",Female,17,Left-Handed,170,25,5.6,1,Car,20,.596,61,Other,1000,700,800,700,0,0,25,"Same length",75,70,"Ring finger",July,Winter,No,No,Fruit,Tea,"Social studies",8,10,,"Yes - other","Cell phone",30,40,20,5,7,25,15,3,5,6,5,3,30,8,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,TX,2011,"12        ",Female,17,Right-Handed,158,35,142,1,Car,15,.491,50,Other,600,600,800,,700,750,37,"Left foot",284,300,"Ring finger",April,Winter,No,No,Seafood,Water,Art,7,9,5,"Yes - broadband connection","Cell phone",0,0,2,7,4,2,8,0,.5,5,6,6,15,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Religious figure","International aid"
USA,PA,2014,"9         ",Male,17,Left-Handed,165,22,167,2,Bus,15,0.372,33,"Martial Arts",500,300,600,500,700,700,23,"Left foot",82,92,"Ring finger",September,Summer,No,No,"Rice/Noodle dishes",Juice,"Computers and technology",6,8,6,"Yes - broadband connection","Internet chat or instant messaging",20,20,3,0,3,2,3,10,10,10,10,0,8,0,"A lot","Graduate degree",Pop,Telepathy,Happy,"Religious figure","Education/Youth development"
USA,CA,2014,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2018,"12        ",Female,17,Right-Handed,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2018,"12        ",Male,16,Right-Handed,168,26,169,2,Bus,10,0.358,35,Walking/Hiking,850,850,674,556,310,428,26,,70,75,"Ring finger",April,Winter,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Computers and technology",7,9,4,"Yes - other","Text messaging",0,1,0,0,10,10,0,10,2,1,30,1,0,1,"A lot","Graduate degree",Pop,"Super strength",Happy,Other,Health
USA,VA,2013,"12        ",Female,17,Right-Handed,177,27.5,178,3,Car,10,.5,48,Dancing,,,,,,,27,"Right foot",8.5,9,"Ring finger",April,Spring,Yes,No,Meat,Water,Art,7,10,5,"Yes - other","Cell phone",1000,1000,30,2,10,24,5,3,10,30,30,3,30,5,"A lot","Graduate degree","Punk rock","Freeze time",Healthy,Actor,Other
USA,WI,2014,"8         ",Male,14,Right-Handed,174,30,156,1,Bus,20,.504,67,Soccer,900,900,800,900,900,800,30,"Same length",80,80,"Same length",March,Spring,No,No,Pizza/Pasta,Milk,Science,8,9,5,"Yes - broadband connection","In person",0,0,5,1,2,5,5,10,0,0,5,0,2,3,Some,"Undergraduate degree","Rock and roll",Fly,Happy,"Religious figure","Wildlife, animals"
