Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,SC,2020,"12        ",Female,18,Left-Handed,161.5,23,160,1,Car,20,0.472,59,None,422,209,968,957,262,925,25,"Left foot",75,70,"Index finger",October,Spring,No,No,Pizza/Pasta,Water,Science,8,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",6,17,0,5,1,2,0,1,21,2,1,1,30,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person","Education/Youth development"
USA,MI,2019,"9         ",Male,15,Right-Handed,170,28,30,2.5,Car,10,.001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GU,2014,"8         ",Male,14,Right-Handed,160,2.3,167,2,Walk,9,0.581,,Baseball/Softball,1000,519,572,973,519,11,2.3,"Same length",30,70,"Ring finger",August,Summer,No,No,Pizza/Pasta,"Powdered drink",Science,7,24,6,"No internet connection","Text messaging",30,10,24,"2 ",24,10,5,0,6,9,0,24,0,0,"A lot","High school",Reggae,"Freeze time",Happy,"Musician or singer",Other
USA,MA,2017,"12        ",Female,17,Right-Handed,172.7,23,159,2,Car,4,0.375,48,Other,963,807,856,936,791,872,22,"Right foot",80,75,"Index finger",May,Fall,Yes,No,Breads/Sandwiches,Tea,History,7,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",540,600,10,12,15,8,17,10,18,20,40,5,40,5,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Environment
USA,OH,2015,"8         ",Male,14,Right-Handed,183,29,187,1,Bus,45,0.368,59,Baseball/Softball,594,647,91,572,1000,770,29,"Same length",,10.4,"Ring finger",April,Fall,No,No,Pizza/Pasta,Milk,"Computers and technology",8,12,3,"Yes - broadband connection","Text messaging",10,15,10,2,5,5,4,10,10,2,15,5,0,3,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person","Wildlife, animals"
USA,TX,2018,"12        ",Female,17,Right-Handed,167,22,166,1,Car,15,0.526,48,"Football (American)",936,770,711,882,856,874,21,"Right foot",70,80,"Ring finger",August,Fall,Yes,No,Meat,Tea,"Social studies",6,10,6,"Yes - broadband connection","Text messaging",63,49,3,15,2,20,30,1,4,15,10,5,33,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader",Health
USA,CO,2016,"11        ",Female,17,Right-Handed,168,24,176,1,Car,27,0.324,40,Walking/Hiking,900,200,600,600,200,1000,24,"Same length",70,71,"Ring finger",November,Fall,Yes,No,Meat,Water,History,7,10,4,"Yes - other","In person",500,500,30,3,0,1,30,0,15,60,20,8,25,8,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,AZ,2016,"11        ",Female,17,Right-Handed,"170 ",22,161,2,Car,35,,,Walking/Hiking,955,956,1000,1000,654,1000,21,"Right foot",8,6.5,"Ring finger",June,Fall,No,No,Seafood,Juice,History,4,9,3,"Yes - other","Text messaging",32,46,,,,,,,,,,,,,,,,,,,
USA,UT,2017,"12        ",Female,17,Right-Handed,155.5,5.5,152,1,Car,30,.415,48,Other,765,765,770,770,0,0,5,"Right foot",6.5,5.5,"Index finger",October,Fall,Yes,No,Other,Water,"Mathematics and statistics",6,7,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",120,135,2,4,2,5,1,2,1,1,2,2,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,CA,2019,"12        ",Female,18,Right-Handed,171,24.5,167,2,Car,70,.337,31,Dancing,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2015,"12        ",Male,18,Right-Handed,170,26,54,1,"Rail (Train/Tram/Subway)",85,0.319,49,"Football (American)",390,364,567,396,364,457,38,"Right foot",,,,April,Fall,Yes,No,"No favorite",Juice,Science,5,11,5,"Yes - other","Cell phone",,,30,30,2,6,8,1,6,16,1,2,6,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,,Other
USA,CA,2012,"12        ",Female,17,Right-Handed,165,22,17,2,Car,15,0.397,39,Running/Jogging,1000,1000,492,1000,487,497,22,"Same length",60,80,"Ring finger",December,Winter,No,No,Fruit,Water,Art,7,5,5,"Yes - broadband connection","Text messaging",9,5,35,0,3,3,1,"0 ",1,2,2,3,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,CA,2015,"8         ",Male,13,Right-Handed,147,144,147,2,Car,15,0.333,54,Soccer,481,717,802,904,1000,1000,12.7,"Same length",,,,December,Summer,Yes,No,Pizza/Pasta,"Energy drink","Physical education",8,6,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,67,3,3,2,1,3,7,5,3,4,3,8,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person",Health
USA,AR,2016,"7         ",Male,12,Ambidextrous,156,25,142,5,Bus,90,0.388,29,Swimming,1000,950,1000,152,0,0,25,"Same length",6.5,6,"Index finger",June,Summer,No,No,"Rice/Noodle dishes",Water,Science,10,5,5,"Yes - broadband connection","In person",0,3,,,,,,,,,,,,,,,,,,,
USA,WA,2016,"12        ",Female,16,Right-Handed,62,38,14,2,Car,3,4,4,Tennis,0,0,0,0,0,0,,,,,"Same length",March,Summer,No,No,Pizza/Pasta,,"Mathematics and statistics",6,12,4,"Yes - broadband connection","Text messaging",,,0,0,.5,,,,,,,,0,0,"Very little","Graduate degree",,Invisibility,Happy,Other,"Education/Youth development"
USA,SC,2012,"11        ",Female,16,Right-Handed,173,22,173,1,Car,25,0.518,34,Baseball/Softball,738,738,738,749,564,568,23,"Left foot",75,72,"Index finger",October,Fall,Yes,No,Breads/Sandwiches,"Soft drink (caffeinated)",Science,6,10,5,"Yes - broadband connection","Text messaging",25,30,5,3,15,3,3,0,7,15,10,4,0,12,"A lot",Other,Other,"Freeze time",Happy,Relative,Health
USA,NJ,2018,"12        ",Male,17,Left-Handed,178,24,155,1,Car,15,0.466,49,Basketball,600,800,500,450,700,900,26,"Left foot",71,81,"Ring finger",May,Summer,No,No,Meat,Water,"Mathematics and statistics",6,9,4,"Yes - other","Text messaging",45,40,10,1,18,8,15,8,12,6,35,10,15,7,Some,"Undergraduate degree","Rock and roll",Telepathy,Happy,Relative,Health
USA,MA,2016,"6         ",Male,11,Right-Handed,148,24,156,2,Car,"15 ",.221,34,Soccer,956,604,702,550,25,50,24,"Right foot",80,76,"Index finger",August,Summer,Yes,No,Meat,Water,"Mathematics and statistics",8,10,5,"Yes - broadband connection","Cell phone",5,6,6,36,3,12,2,2,1,1,3,1,1,1,"Very little","Graduate degree",Pop,Telepathy,Happy,"Sports person",Environment
USA,NC,2013,"6         ",Female,11,Right-Handed,147,23,142,1,Car,5,0.415,45,Soccer,700,700,900,800,900,980,23,"Same length",70,70,"Same length",August,Summer,No,No,"No favorite",Water,"Computers and technology",9,11,5,"Yes - broadband connection","In person",0,0,60,1,15,70,25,10,0,1,80,2,0,5,"A lot","Graduate degree",Pop,Fly,Rich,Relative,Environment
USA,CA,2016,"12        ",Female,17,Right-Handed,173,24,186,1,Walk,10,0.329,28,Dancing,1000,900,1000,1000,700,700,24,"Left foot",7.9,8.1,"Ring finger",May,Spring,Yes,No,Desserts,Water,Science,5,7,4,"Yes - broadband connection","Internet chat or instant messaging",100,100,3,0,44,1,0,0,9,18,45,0,0,7,"A lot","Graduate degree",Other,"Freeze time",Healthy,Friend,Environment
USA,PA,2012,"11        ",Female,17,Right-Handed,163,20.32,160,1,Car,10,.42,40,Walking/Hiking,251,556,422,310,684,866,19,"Right foot",77,84,"Ring finger",May,Fall,Yes,No,Other,Water,Art,6,7,3,"Yes - broadband connection","In person",100,100,10,2,7,6,5,0,4,4,7,4,8,3,"A lot","Undergraduate degree",Other,Telepathy,Happy,Relative,Health
USA,CA,2018,"6         ",Male,11,Left-Handed,148,21,140,1,Car,20,435,53,Soccer,759,535,915,102,374,374,24,"Left foot",24,24,"Same length",September,Fall,Yes,No,Desserts,Water,History,8.5,10.5,6,"Yes - other","In person",10,5,35,1,3.5,9,3,9,2.5,1,15,4,1,2,Some,"Graduate degree",Other,Telepathy,Healthy,Relative,Health
USA,NY,2019,"12        ",Female,17,Right-Handed,150,21,136,1,Car,12,.703,43,"Hockey (Field)",1000,1000,1000,1000,1000,1000,20,"Right foot",65,55,"Index finger",April,Spring,No,No,Meat,Water,"Social studies",6,12,3,"Yes - broadband connection","Text messaging",30,30,1,1,40,20,10,2,15,10,10,10,5,2,"A lot","Graduate degree","Rock and roll",Fly,Healthy,"Business person","Wildlife, animals"
USA,CO,2017,"11        ",Male,16,Left-Handed,176.5,26.5,176.5,1,Car,10,.36,40,Other,700,800,750,750,600,500,26.5,"Same length",95,102,"Ring finger",July,Winter,Yes,No,Salads,Milk,Science,8,9,4,"Yes - broadband connection",Other,7,8,5,.5,4,7,3,10,1,.5,10,2,20,1,Some,"Graduate degree",Other,,Happy,Other,Environment
USA,MO,2011,"12        ",Female,17,Right-Handed,166,21,163,1,Car,15,.343,31,Other,800,800,300,,800,500,22,"Same length",75,79,"Ring finger",October,Fall,No,No,Desserts,Water,Science,8,10,2,"Yes - other","Text messaging",150,150,20,1,5,5,10,0,1,1,2,5,0,1,Some,"Graduate degree",Other,Fly,Happy,Other,"International aid"
USA,NC,2017,"10        ",Female,16,Right-Handed,168,24,167,2,Car,25,0.542,42,Lacrosse,600,600,650,500,900,1000,25,"Left foot",70,74,"Index finger",January,Winter,No,No,Desserts,Water,English,7,7,4,"Yes - broadband connection","Text messaging",40,50,36,2,20,25,10,0,5,5,25,4,0,1,"A lot","Graduate degree",Gospel,Fly,Famous,Actor,Health
USA,OH,2017,"7         ",Female,12,Right-Handed,157,"18 ",155,1,Bus,40,0.42,35,"Football (American)",4,1000,2,3,0,1,20,"Left foot",75,70,"Index finger",July,Summer,No,No,Meat,Other,English,8,2,4,,"Myspace, Facebook, other social networking sites, or blog",0,0,0,0,0,0,"24 ",1,1,0,6,2,0,0,"A lot","Some college",Pop,Fly,Rich,"Sports person","International aid"
USA,TX,2019,"12        ",Female,16,Right-Handed,"5""7",24.5,5.7,2,Bus,8,0.745,42,Walking/Hiking,1000,1000,1000,1000,1000,1000,25.1,"Left foot",,7.6,"Same length",February,Spring,Yes,No,Desserts,Coffee,Music,6-7,10-11,4,"Yes - dial-up connection","Internet chat or instant messaging",100+,100+,6,0,14,12,1.5,0,35,14,20,0,0,1,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Environment
USA,AZ,2010,"12        ",Male,17,Right-Handed,173,26,170,1,Skateboard/Scooter/Rollerblade,5,.312,39,Soccer,749,647,497,,0,0,25,"Right foot",80,80,"Same length",May,Spring,Yes,No,Fruit,Water,Music,7,8,3,"Yes - broadband connection","In person",9,9,14,.4,7,7,4,0,2,1,2,2,0,2,"A lot","Undergraduate degree",Reggae,Invisibility,Happy,Relative,Environment
USA,SC,2013,"11        ",Male,16,Right-Handed,187,33,190,1,Car,25,.024,35,"Football (American)",358,150,100,701,96,305,32,"Right foot",13,14,"Ring finger",December,Fall,Yes,No,Meat,Water,Science,8,12,3,"Yes - broadband connection","Text messaging",100,100,10,4,5,3,8,4,3,5,2,2,0,0,"A lot","Graduate degree","Rap/Hip hop","Super strength",Happy,"Sports person","International aid"
USA,VA,2012,"12        ",Male,16,Right-Handed,183,29.2,174.5,2,Car,12,0.471,33,"Football (American)",750,600,500,350,300,250,29.7,"Left foot",31,33,"Ring finger",April,Fall,Yes,No,Other,"Sports drink","Mathematics and statistics",6.5,5,5,"Yes - broadband connection","In person",0,0,10,1,25,30,12,4,5,10,16,16,20,2,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,Health
USA,CA,2011,"12        ",Male,17,Right-Handed,187.9,33.0,195.7,1,Car,6,.47,58,Cycling,800,700,400,,500,700,33.0,"Same length",17,18,"Ring finger",April,Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,MA,2015,"8         ",Male,14,Right-Handed,165,25,176,1,Bus,30,,,Baseball/Softball,0,0,0,1000,100,100,24,"Right foot",70,70,"Same length",July,Summer,Yes,No,Meat,Milk,"Mathematics and statistics",12,8,5,"Yes - other","Text messaging",0,0,24,1,6,3,15,6,10,15,,,,,Some,,,,,,
USA,WA,2019,"11        ",Female,16,Right-Handed,175,28,164,2,Car,20,.344,51,Swimming,1000,1000,1000,996,100,900,27,"Right foot",80,80,"Same length",April,Summer,Yes,No,"No favorite",Water,History,6,10,4,"Yes - other","In person",12,12,50,0,2,45,0,1,47,12,12,51,22,4,"A lot","Some college","Rhythm and blues (R&B)",Fly,Rich,Relative,"Wildlife, animals"
USA,CA,2018,"7         ",Male,12,Right-Handed,150,21,150,2,Car,3,0.586,43,Basketball,900,800,850,750,1000,1000,21,"Same length",,,"Ring finger",April,Summer,No,No,"No favorite",Water,"Mathematics and statistics",8,9,5,"Yes - other","Cell phone",50,40,"28 ","49 ",8,98,12,30,2,84,84,1,5,1,Some,"Graduate degree",Other,"Freeze time",Rich,"Sports person","Wildlife, animals"
USA,NJ,2018,"12        ",Male,18,Right-Handed,74,25,75,1,Car,7,0.351,52,"Football (American)",700,700,200,400,500,1000,26,"Left foot",80,90,"Ring finger",December,Summer,Yes,No,Meat,"Sports drink","Physical education",7,9,5,"Yes - other","Text messaging",100,100,75,10,2,20,20,10,3,5,3,10,20,0,"Very little","Graduate degree",Country,Fly,Famous,"Sports person","Wildlife, animals"
USA,NY,2019,"12        ",Male,17,Right-Handed,176,27,182,3,"Rail (Train/Tram/Subway)",58,.702,60,Swimming,900,900,950,950,1000,1000,27,"Same length",95,100,"Ring finger",September,Summer,Yes,No,"Rice/Noodle dishes",Tea,"Mathematics and statistics",6,9,4,"Yes - broadband connection","Internet chat or instant messaging",2,10,7,1,14,70,35,40,5,1,40,0,0,14,Some,"Graduate degree",Techno/Electronic,Invisibility,Happy,Other,"Education/Youth development"
USA,TX,2018,"12        ",Male,18,Right-Handed,162,22,167,1,Car,10,.394,58,Basketball,1000,1000,1000,1000,1000,1000,22,"Same length",50,50,"Same length",October,Fall,Yes,No,"No favorite",Water,History,5,10,5,"Yes - broadband connection","Internet chat or instant messaging",50,50,8,1,0,0,0,12,12,12,"12  ","2 ",0,1,None,"High school","Rap/Hip hop","Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,CA,2019,"12        ",Male,17,Right-Handed,184,29,184,2,Car,7,0.257,70,Swimming,950,950,800,950,600,600,29,"Same length",105,97,"Index finger",August,Winter,Yes,No,Meat,Tea,Science,6,9,5,"Yes - other","Text messaging",70,70,12,2,10,,,,,,,,,,,,,,,,
USA,CA,2018,"12        ",Female,18,Right-Handed,149.8,12.7,124.4,1,Car,10,.484,53,Other,695,791,866,925,460,460,12.7,"Same length",63.5,66.04,"Ring finger",December,Summer,No,No,Pizza/Pasta,Water,History,7,8,7,"Yes - broadband connection","Text messaging",30,50,4,1,1,4,1,0,2,3,,,,,,,,,,,
USA,IN,2016,"7         ",Male,13,Left-Handed,150,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2017,"12        ",Male,18,Left-Handed,182,30,183,1,Car,15,.43,50,Soccer,6,6,5,5,4,7,30,"Left foot",100,106,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",8,7,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,"12        ",Male,17,Right-Handed,189,27,197,1,Car,20,0.291,35,Swimming,800,700,800,700,900,1000,27,"Same length",71,78,"Ring finger",July,Fall,No,No,Seafood,Milk,Science,8,8,3,"Yes - broadband connection","Text messaging",5,7,1,0,20,5,24,2,3,1,10,4,5,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Friend,Environment
USA,PA,2014,"4         ",,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,"6         ",Male,11,Right-Handed,148,24,151,2,Car,4,.3,39,Tennis,818,754,1000,626,70,294,24,"Same length",70,71,"Ring finger",July,Fall,Yes,No,"Rice/Noodle dishes",Water,English,10,13,12,"Yes - other","In person",0,0,5,0,4,18,3,16,5,1,20,3,0,0,Some,"Graduate degree",Country,Telepathy,Healthy,Teacher,Health
USA,OH,2013,"4         ",Female,9,Right-Handed,53,20,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,DE,2016,"12        ",Male,18,Left-Handed,177.8,25.4,176.5,1,Car,15,.881,42,Baseball/Softball,650,700,100,300,50,900,10,"Right foot",80,80,"Same length",November,Spring,No,No,Pizza/Pasta,Water,Science,7,10,5,"Yes - broadband connection","Text messaging",100,200,21,1,15,3,24,2,7,6,0,10,15,1,"Very little","Undergraduate degree","Rock and roll",Telepathy,Happy,Actor,Environment
USA,NY,2016,"12        ",Male,18,Right-Handed,183,29,,1,Car,10,.439,69,Baseball/Softball,1000,1000,900,850,800,900,27,"Same length",15,20,"Same length",February,Spring,Yes,No,Meat,Water,"Social studies",6,9,4,"Yes - broadband connection","Text messaging",4,8,8,8,2,5,2,20,20,2,10,20,12,1,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,Actor,Health
USA,PA,2018,"12        ",Female,17,Right-Handed,155,21,155,2,Bus,7,.771,41,Other,840,840,840,583,80,283,22,"Left foot",76,70,"Index finger",August,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,10,5,"Yes - broadband connection","Text messaging",50,50,8,3,21,0,15,0,4,100,80,6,24,2,"A lot","High school",Other,Fly,Happy,Friend,"Wildlife, animals"
USA,NH,2019,"9         ",Male,15,Right-Handed,186,28.6,73,1,Bus,10,.347,30,"Football (American)",1000,529,679,850,374,497,28.6,"Same length",100,95,"Ring finger",January,Summer,No,No,Meat,Water,History,6,10,3,"Yes - broadband connection","In person",100,200,42,1,14,30,14,0,40,30,45,20,0,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Other,"Arts, culture, sports"
USA,CO,2015,"12        ",Female,17,Right-Handed,,,,1,Car,10,0.315,41,Walking/Hiking,500,500,700,500,300,500,10,"Same length",,,"Ring finger",May,Fall,No,No,Meat,Water,History,7,7,4,"Yes - broadband connection","Text messaging",100,100,10,2,20,10,20,15,5,20,3,1,5,3,"Very little","Undergraduate degree",Other,"Freeze time",Happy,"Religious figure",Environment
USA,NY,2012,"6         ",Male,11,Right-Handed,145,24,147,2,Walk,20,0.332,40,"Football (American)",770,877,936,941,380,321,24,"Same length",72,70,"Index finger",October,Summer,No,No,Other,"Soft drink (non-caffeinated)","Physical education",10,8,6,"Yes - broadband connection","In person",0,0,30,5,10,40,38,16,3,0,30,50,2,16,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Sports person","International aid"
USA,TX,2014,"12        ",Female,17,Right-Handed,168,2,160,1,Car,10,.284,36,Soccer,1000,1000,1000,1000,500,800,2,"Same length",2,3,"Same length",March,Spring,Yes,No,Fruit,Tea,History,7,10,2,"Yes - broadband connection","In person",200,250,8,0,5,6,3,0,2,6,6,3,15,10,"A lot","Graduate degree","Rock and roll",Invisibility,Happy,"Musician or singer",Environment
USA,IA,2017,"12        ",Female,17,Right-Handed,178,27,173,1,Car,8,0.331,45,Other,893,963,781,818,134,807,27,"Right foot",8.5,7.6,"Index finger",December,Fall,Yes,No,Desserts,Water,Music,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",16,77,2,1,4,10,12,0,10,1,10,10,1,5,Some,"Undergraduate degree",Pop,Fly,Happy,"Doctor or nurse","Education/Youth development"
USA,IN,2018,"11        ",Female,17,Right-Handed,188,25,187,1,Car,22,0.774,54,Basketball,500,500,500,500,750,750,25,"Same length",80,77,"Index finger",October,Spring,No,No,Breads/Sandwiches,Water,English,6,9,3,"No internet connection","Cell phone",100,100,12,1,13,30,24,0,12,5,12,10,0,7,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,Health
USA,SC,2012,"11        ",Female,17,Right-Handed,,,,1,Car,10,0.852,,Swimming,,,,,,,,"Right foot",,,"Same length",December,Fall,No,No,Meat,"Soft drink (caffeinated)",Other,5,9,3,"Yes - other","In person",350,350,,,,,,,,,,,,,"A lot","Graduate degree",Country,Fly,Happy,Other,"Wildlife, animals"
USA,PA,2010,"11        ",Female,16,Right-Handed,165.1,23,165.1,1,Car,5,.39,45,Running/Jogging,100,100,100,,100,1000,23,"Same length",96,97,"Ring finger",December,Fall,No,No,Salads,Water,"Mathematics and statistics",7.5,10,4,"Yes - broadband connection","Text messaging",50,55,10,1,8,2,5,0,1,10,10,3,0,0,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,MI,2015,"12        ",Male,17,Ambidextrous,180,25,180,1,Car,15,.27,30,Lacrosse,800,950,1000,1000,250,900,25,"Same length",7.7,7.8,"Ring finger",February,Summer,No,No,"No favorite","Sports drink","Physical education",7,9,4,"Yes - broadband connection","Text messaging",50,52,30,1,3,12,24,5,4,60,8,15,8,5,"A lot","Undergraduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,OH,2020,"12        ",Male,16,Right-Handed,5'3'',1'6'',8',1,Bus,"18 mi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,"10        ",Female,13,Right-Handed,163,21,161,1,Bus,40,.611,53,Soccer,1000,1000,1000,700,500,500,23,"Left foot",70,75,"Ring finger",June,Winter,Yes,No,Pizza/Pasta,Water,"Physical education",7,11,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,2,40hr,1hr,30min,5hr,2hr,0,14hr,20min,3hr,21hr,0,2hr,"Very little",Other,"Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,CT,2018,"12        ",Male,16,Right-Handed,181,,191,1,Walk,15,0.474,47,Soccer,300,200,900,1000,50,1000,,,,,,November,Summer,No,No,Fruit,Water,Art,7,9,2,"Yes - other","Internet chat or instant messaging",50,55,6,2,3,1,3,1,8,1,1,2,,2,Some,"High school",Reggae,Fly,Rich,"Musician or singer",Health
USA,TX,2016,"12        ",Female,17,Right-Handed,"5 ",12,34,1,Car,5,2,12,Other,1000,1000,1000,1000,0,0,12,"Same length",2,3,"Ring finger",January,Fall,Yes,No,Fruit,Water,Other,6,7,4,"Yes - broadband connection","Text messaging",123,142,4,2,5,3,6,0,4,7,0,1,8,5,"A lot","High school",Country,Invisibility,Healthy,Relative,Health
USA,OR,2019,"10        ",Female,15,Right-Handed,174,26.7,171,1,Car,12,0.672,64,Other,1000,70,80,50,50,70,27,"Left foot",90,97,"Ring finger",June,Fall,Yes,No,"Rice/Noodle dishes",Juice,Music,7,12,,"Yes - other","Myspace, Facebook, other social networking sites, or blog",70,60,3,0,5,3,12,2,3,20,25,4,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer",Religious
USA,ID,2011,"12        ",Male,17,Right-Handed,169,24.5,169,1,Car,11,.313,35,Tennis,652,749,401,,503,701,24.5,"Same length",71,70,"Index finger",June,Summer,Yes,No,Seafood,Water,"Mathematics and statistics",9,11,3,"Yes - broadband connection","In person",50,60,15,2,7,10,5,1,5,3,20,10,0,0,Some,"Undergraduate degree",Other,Fly,Happy,Relative,"Arts, culture, sports"
USA,IA,2018,"12        ",Female,17,Right-Handed,176,24,175,1,Car,10,0.38,44,Tennis,930,925,706,717,594,898,24,"Same length",9.6,10.3,"Ring finger",January,Fall,Yes,No,Pizza/Pasta,Water,English,6,9,4,"Yes - broadband connection","Cell phone",300,300,,,10,8,2,1,10,20,10,3,5,1,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Teacher,"Education/Youth development"
USA,PA,2010,"5         ",Male,12,Right-Handed," 149",24,148,2,Car,"15 ",1.344,51,"Football (American)",1000,1000,1000,,1000,1000,21,"Right foot",95,25,"Ring finger",March,Spring,Yes,No,Seafood,"Sports drink","Physical education",9,7,4,"Yes - dial-up connection","Text messaging"," 300",250,5,5,15,20,50,50,100,100,50,75,50,0,"A lot","Some college","Rap/Hip hop","Super strength",Famous,"Sports person",Environment
USA,IN,2018,"12        ",Female,17,Right-Handed,"160 ",23,160,1,Car,15,.909,125,Other,1000,800,800,800,500,750,23.5,"Left foot",70,65,"Index finger",February,Summer,No,No,Breads/Sandwiches,Water,History,7,11,5,"Yes - other","Text messaging",50,50,5,2,10,10,12,0,4,4,2,7,14,2,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,"International aid"
USA,CA,2015,"12        ",Female,17,Right-Handed,158.5,21.6,50.4,2,Car,15,0.484,52,None,100,100,100,200,1000,1000,21.6,"Same length",10.6,10.8,"Ring finger",August,Fall,No,No,Pizza/Pasta,Coffee,History,7,10,4,"Yes - broadband connection","Text messaging",7,8,6,2,14,3,0,1,5,10,7,14,0,0,Some,"Graduate degree","Punk rock","Freeze time",Rich,Other,"Wildlife, animals"
USA,GA,2011,"6         ",Male,11,Right-Handed,163,95,162,3,Bus,25,.312,34,Tennis,986,986,990,,459,430,95,"Same length",67,72,"Ring finger",December,Winter,No,No,Salads,Water,"Physical education",8,12,4,"Yes - other","Text messaging",21,30,9,6,3,8,11,9,0,7,4,7,0,5,"Very little","Graduate degree","Rock and roll","Freeze time",Healthy,Politician,Health
USA,TN,2019,"12        ",Male,17,Right-Handed,5’11,,,1,Car,"10 ",0.625,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2013,"5         ",Male,11,Right-Handed,150,26,151,2,Bus,15,0.65,0.535,Soccer,200,200,200,100,100,200,22,"Same length",6,8,"Ring finger",January,Summer,No,No,Other,"Energy drink",Art,9,5,5,"No internet connection","Cell phone",0,0,6,2,1,5,8,4,3,1,3,4,5,1,Some,"Graduate degree",Other,"Freeze time",Rich,"Sports person",Health
USA,CA,2018,"12        ",Female,17,Right-Handed,170,24,64,2,Car,13,.3,13,Tennis,1000,1000,1000,1000,1000,1000,24,"Same length",7,8,"Ring finger",December,Fall,No,No,Meat,Water,"Social studies",8.5,12,3,"Yes - broadband connection","Cell phone",20,20,3,4,14,10,3,0,8,2,20,0,0,5,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Environment
