Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,KY,2019,"12        ",Female,17,Right-Handed,155,20,137,1,Car,25,0.306,30,None,1000,829,412,642,519,749,20,"Same length",63,61,"Index finger",January,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",9,8,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,50,5,5,3,2,0,10,5,5,60,10,0,o,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Environment
USA,KY,2012,"12        ",Female,17,Right-Handed,167,24,169,1,Car,15,.297,37,Tennis,80,64,203,,850,1000,24,"Same length",85,82,"Index finger",February,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",5,10,4,"Yes - broadband connection","Text messaging",25,25,6,0,4,10,6,0,8,4,15,6,0,2,Some,"Undergraduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,KY,2018,"10        ",Male,17,Right-Handed,179,28,182,3,Car,25,0.357,89,None,800,550,700,300,1000,1000,28,"Same length",78,80,"Ring finger",May,Winter,No,No,Meat,Water,"Computers and technology",6,9,3,"Yes - broadband connection","Text messaging",50,50,10,2,15,5,0,0,8,4,15,2,0,1,Some,"Graduate degree",Jazz,"Freeze time",Happy,Politician,"International aid"
USA,KY,2019,"12        ",Female,17,Right-Handed,167,24,161,1,Car,25,"0.43 ",34,Athletics,1000,1000,999,999,999,999,22,"Right foot",70,90,"Ring finger",January,Fall,No,No,Pizza/Pasta,Water,Art,7,8,3,"Yes - other","Cell phone",0,5,10,1,10,10,5,5,3,5,40,3,20,2,"A lot","Graduate degree",Other,Telepathy,Rich,Other,"International aid"
USA,KY,2019,"12        ",Female,17,Right-Handed,160,21,150,1,Car,25,.364,32,Other,1000,800,800,1000,1000,1000,21,"Same length",65,63,"Index finger",May,Fall,No,No,Meat,Milk,Art,7,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",44,50,10,2,4,3,1,10,10,10,50,20,15,3,Some,"Graduate degree",Pop,Fly,Happy,Other,Environment
USA,KY,2015,"6         ",Female,12,Right-Handed,148,21,152,1,Car,5,.579,46,Gymnastics,1000,1000,1000,1000,604,807,21,"Same length",8.1,9,"Ring finger",January,Spring,No,No,Fruit,Water,"Physical education",7,8,5,"Yes - other","Text messaging",15,40,21,2,7,14,14,0,7,7,7,7,0,1,"Very little","Graduate degree",Country,Invisibility,Famous,"Musician or singer",Health
USA,KY,2012,"6         ",Male,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2015,"6         ",Male,11,Right-Handed,152,25,160,1,Bus,15,0.437,38,"Football (American)",1000,117,1000,428,102,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2012,"6         ",Male,12,Right-Handed,167.6,42.5,167.6,1,Bus,5,.514,43,"Football (American)",1000,802,203,503,711,1000,42.5,"Same length",80,80,"Same length",January,Winter,No,No,Pizza/Pasta,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"12        ",Male,17,Right-Handed,182.8,28.2,195,1,Bus,20,.275,41,Golf,128,283,283,214,743,497,28.5,"Same length",110,103,"Index finger",June,Winter,No,No,Poultry,Water,"Computers and technology",7,12,4,"Yes - broadband connection","Internet chat or instant messaging",7,6,6,8,6,4,4,16,2,2,16,2,15,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Other,Other
USA,KY,2019,"7         ",,12,Right-Handed,170,22,55," 1",Bus,30,0.39,49,Walking/Hiking,968,508,0,0,0,1000,22,"Same length",6,7,"Ring finger",April,Spring,Yes,No,Meat,Coffee,History,2,6,3,"Yes - dial-up connection","Text messaging",1,2,2,6,4,7,,,,,,,,,,"Some college",,,,,
USA,KY,2018,"10        ",Male,14,Right-Handed,177,25,175,3,Bus,80,0.294,37,"Table Tennis",711,444,267,666,198,594,23,"Right foot",75,80,"Ring finger",October,Fall,Yes,No,Desserts,Milk,"Mathematics and statistics",7,12,4,"Yes - broadband connection","In person",1,1,5,0,10,7,0,4,0,1,28,2,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,"Community leader or elder",Religious
USA,KY,2012,"6         ",Male,11,Right-Handed,152.4,25,152.4,1,Car,5,34,38,Basketball,1000,1000,1000,1000,669,500,25,"Same length",76.2,76.2,"Same length",June,Summer,No,No,"No favorite","Powdered drink","Physical education",10,7,4,"No internet connection","Text messaging",30,34,10,0,10,8,10,7,0,12,0,8,3,3,Some,Other,"Rap/Hip hop","Super strength",Famous,"Sports person",Health
USA,KY,2015,"6         ",Female,12,Left-Handed,144,23,142,1,Bus,12,.40,41,Gymnastics,503,1000,476,536,332,305,21,"Right foot",7,8,"Ring finger",January,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",8,5,5,"Yes - other","Cell phone",25,25,21,5,5,5,4,2,6,5,4,6,0,0,"Very little","Undergraduate degree",Pop,"Freeze time",Healthy,"Sports person",Health
USA,KY,2019,"7         ",Male,12,Right-Handed,180.3,24.5,145,1,Bus,22,0.38,45,Swimming,30%,0%,50%,50%,100%,50%,24.5,,6.5,7.1,"Ring finger",March,Winter,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics","7 to8",9,4,"Yes - other",,10,10,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Male,16,Right-Handed,180,27,188,2,Car,40,.391,47,Soccer,1,3,4,2,6,5,27,"Same length",,,"Ring finger",January,Spring,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,7,4,"Yes - broadband connection","In person",10,10,14,0,5,10,6,0,0,0,1,5,0,5,"A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Other,"International aid"
USA,KY,2015,"6         ",Female,12,Right-Handed,153,23,159,1,Bus,7,.487,61,Athletics,439,701,717,861,0,0,22,"Right foot",58,56,"Index finger",November,Winter,Yes,No,Seafood,Juice,"Mathematics and statistics",10,12,5,"Yes - other","Text messaging",25,25,5,12,3,5,12,2,1,5,5,2,5,0,"Very little","Graduate degree",Country,Fly,Happy,Relative,"Wildlife, animals"
USA,KY,2018,"12        ",Female,17,Right-Handed,163,22,171,1,Car,25,0.392,61,Running/Jogging,700,770,668,690,490,160,24,"Left foot",9,8,"Index finger",December,Summer,Yes,No,Breads/Sandwiches,Water,English,6,9,4,"Yes - other","Text messaging",200,300,12,3,5,13,3,2,5,20,15,9,5,8,"A lot","Graduate degree","Rock and roll",Telepathy,Happy,Relative,Health
USA,KY,2018,"10        ",Male,15,Right-Handed,180,29,191,2,Bus,30,.348,42,"Table Tennis",641,779,650,900,1000,1000,29,"Same length",8,9,"Ring finger",June,Fall,No,No,"No favorite",Water,"Mathematics and statistics",6,8,5,"Yes - broadband connection","Text messaging",2,5,35,1,18,6,1,1,2,1,80,1,1,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person",Health
USA,KY,2019,"12        ",Female,17,Right-Handed,168,24,169,1,Car,23,.359,60,Walking/Hiking,1000,241,800,600,800,800,22,"Right foot",75,70,"Index finger",March,Fall,No,Yes,"No favorite",Water,Other,7,9,4,"Yes - broadband connection","Internet chat or instant messaging",9,9,9,1,28,4,0,0,12,2,4,8,12,4,"Very little","Graduate degree",Other,,Happy,"Religious figure","Education/Youth development"
USA,KY,2013,"8         ",Male,13,Right-Handed,53,10,13,1,Bus,3,1,5,Basketball,1000,1000,1000,655,656,656,10,"Same length",9,11,"Ring finger",August,Summer,Yes,No,Salads,Milk,Languages,9,12,2,"Yes - broadband connection","Text messaging",10,17,4,0,5,0,21,0,0,4,3,4,0,4,Some,"Graduate degree",Gospel,"Freeze time",Happy,"Sports person","Education/Youth development"
USA,KY,2013,"12        ",Female,14,Right-Handed,170,24,169,2,Car,35,0.351,37,Gymnastics,400,500,700,800,800,950,24,"Same length",75,85,"Same length",August,Summer,No,No,Desserts,Water,"Mathematics and statistics",6.5,9,5,"Yes - broadband connection","In person",12,12,2,.5,12,15,8,0,5,3,5,16,0,2,"A lot",Other,Other,"Freeze time",Happy,"Religious figure",Religious
USA,KY,2013,"12        ",Female,17,Left-Handed,167,14.1,1750,4,Car,13,,0.365,Dancing,500,600,300,200,100,1000,14.1,"Same length",80,80,"Same length",April,Winter,Yes,No,Desserts,Coffee,Art,6,10,6,"Yes - other","Text messaging",500,500,5,0,6,9,2,0,10,10,3,1,26,4,Some,"Graduate degree",Pop,Invisibility,Healthy,Relative,"Arts, culture, sports"
USA,KY,2018,"10        ",Male,16,Right-Handed,179,28,189,1,Bus,60,.518,45,Swimming,700,600,800,800,800,700,28,"Same length",52,60,"Ring finger",June,Summer,No,No,"Rice/Noodle dishes",Water,Science,8,7,4,"Yes - broadband connection","In person",20,20,8,1,20,8,3,24,4,2,4,0,15,5,Some,"Graduate degree",Other,"Freeze time",Rich,Friend,"International aid"
USA,KY,2018,"10        ",Male,15,Right-Handed,165,27,180,3,Bus,50,0.357,35,Soccer,668,695,904,508,209,342,27,"Same length",82,87,"Ring finger",May,Summer,No,Yes,Pizza/Pasta,Water,Science,8,11,4,"Yes - broadband connection","Text messaging",30,50,5,1,40,15,6,1,0,2,70,5,0,10,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Doctor or nurse",Health
USA,KY,2012,"6         ",Female,12,Right-Handed,15240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Female,15,Right-Handed,174,25,171,1,Bus,75,0.68,49,Lacrosse,900,900,900,900,500,700,24,"Right foot",74,80,,December,Fall,Yes,Yes,Pizza/Pasta,Water,"Mathematics and statistics",7,7,7,"Yes - broadband connection","Text messaging",6,33,15,0,4,2,11,5,0,1,35,6,3,1,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Environment
USA,KY,2013,"8         ",Male,13,Right-Handed,168,20,149,2,Bus,5,.336,46,Basketball,9,6,10,10,10,10,20,"Same length",100,70,"Same length",November,Fall,No,No,Meat,Water,"Mathematics and statistics",8,9,4,"Yes - other","In person",0,0,7,5,1,8,3,5,7,0,7,2,0,10,"Very little","Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,Health
USA,KY,2012,"6         ",Male,11,Right-Handed,152.4,25,60,1,Car,5,34,38,Basketball,1000,1000,1000,1000,669,500,25,"Same length",76.2,76.2,"Same length",June,Summer,No,No,Fruit,"Powdered drink","Physical education",10,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2015,"6         ",Female,11,Right-Handed,251,20,156,1,Bus,30,0.491,39,Baseball/Softball,0,471,583,594,21,134,22,"Same length",70,60,,April,Summer,No,No,Meat,"Soft drink (caffeinated)",,8,9,4,"Yes - other","In person",0,0,1,0,1,2,1,2,0,0,1,3,0,0,"A lot","Graduate degree",Pop,"Super strength",Healthy,Actor,"Wildlife, animals"
USA,KY,2013,"11        ",Male,17,Right-Handed,168,23,152,2,Car,15,.383,29,Tennis,733,1000,733,400,0,1000,23,"Same length",22,14,"Index finger",November,Summer,No,No,Poultry,Water,History,7,9,4,"Yes - broadband connection","In person",10,12,3,.5,15,15,10,0,1,1,2,5,0,3,Some,"Graduate degree",Country,"Freeze time",Happy,Teacher,Health
USA,KY,2015,"6         ",Male,12,Right-Handed,158,25,163,1,Bus,34,0.31,59,Skateboarding/Rollerblading,1000,1000,1000,1000,1000,1000,25,"Same length",90,90,"Same length",December,Summer,No,No,Meat,Milk,History,4,12,7,"Yes - broadband connection","In person",0,0,4,0,2,1.5,2,3,5,0,5,2,0,3,Some,"Undergraduate degree","Rap/Hip hop","Super strength",Healthy,Other,"International aid"
USA,KY,2013,"7         ",Male,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"5         ",Female,11,Right-Handed,139,21,141,1,Car,5,0.488,51,Gymnastics,875,904,501,528,986,987,22,"Left foot",70,70,"Same length",April,Summer,Yes,No,Desserts,Juice,"Mathematics and statistics",8,6,3,"Yes - broadband connection",Other,10,5,56,21,7,7,7,5,0,20,8,28,0,7,"A lot","Graduate degree",Other,Fly,Famous,"Musician or singer","Arts, culture, sports"
USA,KY,2019,"12        ",Female,17,Right-Handed,167,24,161,1,Car,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"12        ",Female,17,Right-Handed,158,25,150,3,Car,,13,32,Swimming,700,500,600,800,700,1000,25,"Same length",8,6,"Index finger",May,Summer,Yes,No,Poultry,"Soft drink (caffeinated)",English,7,10,2,"Yes - other","Text messaging",100,100,6,2,5,2,5,2,10,5,3,10,0,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Friend,Health
USA,KY,2013,"5         ",Male,11,Right-Handed,150,26,150,2,Car,7,0.343,54,Baseball/Softball,1000,1000,1000,1000,995,999,22,"Right foot",9,10,"Index finger",November,Summer,No,No,Seafood,Water,History,9,6,3,"Yes - broadband connection","In person",0,0,3,0,1,1,2,2,0,0,0,1,0,0,Some,"Graduate degree",Jazz,"Freeze time",Rich,Other,"Wildlife, animals"
USA,KY,2015,"6         ",Female,11,Right-Handed,166.5,24,132,1,,45,0.477,48,Baseball/Softball,957,1000,743,1000,12,12,25,"Left foot",90,92,"Ring finger",February,Summer,No,,Fruit,Tea,Art,8,7,6,"Yes - other",Telephone,0,0,1,0,2,0,2,0.30,0.30,0.30,1,2,2,2,"A lot","Graduate degree",Other,"Super strength",Healthy,"Musician or singer","Education/Youth development"
USA,KY,2012,"6         ",Female,12,Right-Handed,59,6,7,1,Bus,10,0.39,0.42,Bowling,0,10000,10000,10000,50,65,6,"Same length",6,6,"Same length",September,Summer,Yes,No,Other,"Soft drink (caffeinated)",Art,9,12,3,,,3,0,1,1,0,0,0,8,0,0,8,2,0,0,Some,"Graduate degree",Country,Invisibility,Healthy,Relative,Other
USA,KY,2018,"10        ",Female,14,Right-Handed,163,23,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Male,17,Right-Handed,178,26.5,185,3,Car,18,0.48,48,Basketball,882,636,588,524,236,374,27,"Left foot",82,20,"Index finger",March,Summer,Yes,No,"No favorite",Water,Science,4,10,4,"Yes - broadband connection","In person",2,3,0,2,12,6,2,14,3,1,16,1,0,7,"Very little","Graduate degree","Rhythm and blues (R&B)","Freeze time",Healthy,"Business person","Education/Youth development"
USA,KY,2019,"12        ",Female,17,Right-Handed,160,22,152,1,Car,20,.428,40,Other,1000,738,749,460,636,840,23,"Left foot",80,90,"Ring finger",May,Summer,Yes,No,Poultry,Coffee,Science,7,8,6,"Yes - broadband connection","Text messaging",7,14,24,2,10,30,5,2,36,36,100,2,15,4,Some,"Graduate degree",Pop,Invisibility,Happy,"Doctor or nurse",Environment
USA,KY,2019,"7         ",Female,12,Right-Handed,155,15.20,120,1,Bus,"20 ",1.079,47,Soccer,1000,900,800,800,300,500,15;20,"Same length",8,6,"Index finger",June,Winter,Yes,No,Other,Water,Art,6,12,11,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,50,60,40,20,10,7,10,40,50,60,20,10,60,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,"Arts, culture, sports"
USA,KY,2013,"7         ",Male,13,Right-Handed,179,26,183,2,Bus,20,.349,,"Football (American)",289,321,310,316,433,390,26,"Same length",89,81,"Index finger",November,Summer,No,No,Meat,"Sports drink",Science,7,5,5,"Yes - other","Text messaging",10,32,5,1,2,2,7,3,0,5,4,2,6,2,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,Teacher,Health
USA,KY,2018,"10        ",Male,16,Right-Handed,180,27,186,3,Bus,40,.425,35,Basketball,1000,999,700,800,1000,1000,27,"Same length",75,71,"Index finger",December,Winter,No,No,Desserts,Water,"Mathematics and statistics",7,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",7,9,4,.2,18,10,7,3,21,2,63,4,0,13,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"Education/Youth development"
USA,KY,2018,"10        ",Male,15,Right-Handed,163,23,162,1,Car,30,.424,43,Baseball/Softball,829,754,904,925,364,706,23,"Same length",61,64,"Ring finger",January,Fall,Yes,No,Meat,Water,Science,5,9,3,"Yes - broadband connection","Text messaging",60,55,7,21,20,23,13,21,0,19,29,3,0,12,Some,Other,"Rock and roll",Fly,Happy,Relative,Health
USA,KY,2013,"12        ",Male,17,Right-Handed,167.5,27,181,1,Bus,7,.466,57,Baseball/Softball,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2012,"12        ",Male,18,Right-Handed,177,25,180,2,Car,16,.313,34,Running/Jogging,750,750,750,,1000,1000,26,"Left foot",9,10,"Ring finger",January,Fall,Yes,No,Pizza/Pasta,Milk,Languages,4,6,4,"Yes - broadband connection","Text messaging",20,20,2,0,9,2,0,0,17,10,10,0,20,.5,"A lot","Graduate degree",Country,"Freeze time",Happy,Teacher,Health
USA,KY,2018,"10        ",Female,15,Right-Handed,151,21,155,1,Car,15,,.491,Other,1000,1000,1000,600,500,500,21,"Same length",70,80,"Ring finger",June,Winter,No,No,"No favorite",Water,History,7,9,6,"Yes - other","Text messaging",15,10,12,1,30,15,9,0,0,5,12,5,0,9,"A lot",Other,Other,"Freeze time",Happy,Relative,Environment
USA,KY,2012,"6         ",Female,12,Right-Handed,157.5,21,61,2,Car,5,.321,40,Dancing,1000,1000,1000,1000,1,1,20,"Right foot",60,70,"Ring finger",November,Spring,No,No,"No favorite",Tea,"Physical education",9.5,10,3,"Yes - broadband connection","In person",40,45,6,3,2,3,3,3,2,2,2,8,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,"Wildlife, animals"
USA,KY,2012,"12        ",Male,17,Left-Handed,177,25,176,1,Car,25,.406,41,Running/Jogging,305,540,909,,1000,1000,24,"Right foot",95,75,"Index finger",June,Summer,Yes,No,Poultry,Milk,History,6,10,4,"Yes - broadband connection","Text messaging",100,100,20,2,5,15,15,15,15,15,10,15,0,2,Some,"Graduate degree",Other,"Freeze time",Happy,Friend,Religious
USA,KY,2015,"6         ",Female,12,Right-Handed,151,21,155,1,Bus,221,5539,66,Swimming,1000,1000,299,1000,5,5,21,"Right foot",9,7,"Index finger",June,Summer,No,No,Seafood,Juice,Music,10,11,5,"No internet connection","In person",0,0,0,1,1,2,6,0,0,0,0,1,0,4,"A lot","Less than high school",Pop,Telepathy,Happy,Actor,Health
USA,KY,2019,"7         ",Female,12,Right-Handed,154.9,22.5,143,1,Bus,6,0.477,46,None,4962,385,444,476,1000,1000,22.5,,6.25,6.5,"Ring finger",July,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",6,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,30,1,5,26,0,15,1,1,23,18,0,15,"A lot","Graduate degree",Pop,Invisibility,Rich,Other,Health
USA,KY,2018,"10        ",Male,17,Right-Handed,172,26,170,2,Car,20,0.341,47,Soccer,1000,1000,1000,1000,900,900,27,"Left foot",75,80,"Ring finger",March,Fall,No,No,Meat,Water,Music,4,8,5,"Yes - other","Cell phone",5,5,2,3,10,2,3,8,8,2,20,0,30,10,"A lot","Graduate degree","Rap/Hip hop","Super strength",Rich,Relative,Environment
USA,KY,2015,"6         ",Male,12,Right-Handed,154.5,23,163,1,Bus,45,0.789,50,Baseball/Softball,508,1000,1000,711,1000,1000,23,"Same length",30,60,"Index finger",January,Fall,No,No,"Rice/Noodle dishes",Water,Music,8,5,4,"Yes - other","In person",0,0,2,0,2,2,1,3,0,0,1,1,1,2,Some,"Graduate degree",Country,"Freeze time",Healthy,Friend,Health
USA,KY,2013,"5         ",Female,11,Right-Handed,146,21,134,1,Car,10,0.455,30,Athletics,551,465,925,947,979,979,20,"Right foot",70,70,"Same length",July,Summer,Yes,No,Salads,Tea,"Mathematics and statistics",10,9,6,"Yes - other","In person",8,10,55,0.5,1,3,12,1,1,1,2,1,3.5,7,None,Other,Country,"Super strength",Healthy,"Sports person",Health
USA,KY,2013,"11        ",Female,17,Right-Handed,165,21.5,152,1,Car,20,.384,33,Soccer,856,551,374,187,898,1000,23,"Left foot",70,67,"Index finger",January,Fall,Yes,No,Poultry,Water,English,7.5,10,5,"Yes - broadband connection","Text messaging",100,150,30,1,5,1,18,1,2,5,9,4,0,3,"Very little","Graduate degree",Country,Fly,Happy,"Doctor or nurse","Wildlife, animals"
USA,KY,2013,"8         ",Female,14,Right-Handed,157,23,137,1,Bus,5,.65,50,Swimming,500,500,300,400,800,999,21,"Right foot",60,73,"Ring finger",January,Winter,No,Yes,Pizza/Pasta,"Soft drink (caffeinated)",Other,5,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,9,9,4,4,12,6,30,20,10,40,1,0,4,"Very little","Graduate degree","Punk rock",Invisibility,Famous,"Musician or singer",Health
USA,KY,2012,"6         ",Female,12,Right-Handed,152.4,20.32,62.5,1,Car,15,.31,38,Walking/Hiking,782,775,650,872,956,980,20.32,"Same length",30,30,"Same length",October,Winter,Yes,No,Poultry,Juice,Art,10,7,4,"Yes - broadband connection","Text messaging",20,25,12,5,5,28,30,2,1,3,2,6,.5,2,None,"Graduate degree",Country,Fly,Healthy,Relative,"Arts, culture, sports"
USA,KY,2012,"12        ",Female,17,Right-Handed,69,10,63,1,Car,10,.31,33,Walking/Hiking,1000,600,500,500,700,1000,9,"Right foot",25,27,"Ring finger",February,Winter,No,No,Seafood,Milk,Science,7,3,3,"Yes - broadband connection","Text messaging",3,6,24,1,10,3,4,0,1,6,12,2,26,0,Some,"Graduate degree","Punk rock",Telepathy,Happy,Friend,Health
USA,KY,2013,"7         ",Male,12,Right-Handed,166,26,161,1,Car,10,0.361,,Other,500,500,500,999,1000,1000,25,"Right foot",70,73,"Ring finger",September,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",6.5,7.5,4,"Yes - other","In person",0,0,25,2,5,18,18,10,4,0,10,42,1,0,Some,"Graduate degree","Rock and roll","Super strength",Famous,"Sports person",Health
USA,KY,2018,"10        ",Male,15,Right-Handed,"174 ",25,166,2,Bus,65,.294,24,Running/Jogging,1000,1000,1000,1000,950,900,26,"Left foot",70,80,"Ring finger",June,Fall,Yes,No,Pizza/Pasta,Water,Science,4,8,3,"Yes - broadband connection","Internet chat or instant messaging",5,10,10,25,15,1,0,28,5,10,60,0,0,1,Some,"Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,KY,2016,"6         ",Female,12,Right-Handed,149,28,147,2,Car,15,0.449,52,Swimming,0,0,0,0,1000,1000,24,"Same length",10,12,"Ring finger",September,Summer,Yes,No,Desserts,"Soft drink (caffeinated)",Other,6,13,2,"Yes - broadband connection","Cell phone",0,10,1,0,1,0,6,9,19,0,19,19,0,1,"A lot",Other,Pop,"Freeze time",Rich,Other,Other
USA,KY,2019,"12        ",Female,17,Right-Handed,163,20,155,1,Car,30,0.637,47,Lacrosse,400,500,400,400,400,400,20,"Same length",90,60,"Index finger",February,Fall,No,No,"No favorite",Water,English,7,6,5,"Yes - other","In person",3,6,20,1,10,10,20,0,5,1,20,5,20,5,"A lot","Graduate degree",Country,Fly,Healthy,Relative,Health
USA,KY,2013,"7         ",Female,12,Right-Handed,160,24,166,1,Car,11,.343,49,Other,900,800,700,980,290,689,25,"Left foot",70,75,"Ring finger",June,Fall,Yes,No,Meat,"Powdered drink","Physical education",9,11,3,"Yes - broadband connection","Cell phone",3,4,24,3,9,15,13,2,3,2,5,12,0,8,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,Religious
USA,KY,2019,"12        ",Female,17,Right-Handed,167,24,161,1,Car,25,"0.43 ",34,Athletics,1000,1000,999,999,999,999,22,"Right foot",70,90,"Ring finger",January,Fall,No,No,Pizza/Pasta,Water,Art,7,8,3,"Yes - other","Cell phone",0,5,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"7         ",Male,12,Right-Handed,166,26,161,1,Car,10,0.361,,Other,500,500,500,999,1000,1000,25,"Right foot",70,73,"Ring finger",September,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",6.5,7.5,4,"Yes - other","In person",0,0,9,,,,,,,,,,,,,,,,,,
USA,KY,2015,"6         ",Female,11,Right-Handed,150,25,162,1,Bus,30,1.030,48,Running/Jogging,0,1000,254,1000,128,654,24,"Right foot",7,8,"Ring finger",April,Summer,No,No,Pizza/Pasta,Water,Art,11,8,4,"Yes - dial-up connection","In person",0,0,34,54,25,31,56,28,93,25,83,15,,,,,,,,,
USA,KY,2013,"7         ",Male,13,Right-Handed,168,26,171,2,Car,10,0.162,43,Basketball,909,588,1000,899,500,500,25,"Right foot",96,86,"Ring finger",February,Summer,No,No,Desserts,Water,"Physical education",8,11,5,"Yes - broadband connection","In person",0,0,7,0,5,2,7,5,1,0,8,19,0,0,"Very little","Some college","Rap/Hip hop",Telepathy,Rich,"Sports person","International aid"
USA,KY,2013,"5         ",Male,11,Left-Handed,149,24,147,1,Car,15,0.309,47,Soccer,850,720,980,820,500,800,24,"Same length",73,80,"Ring finger",August,Summer,No,No,Meat,Water,Art,7,6,4,"Yes - broadband connection","In person",0,0,9,1,0.2,5,10,1,0.3,0.5,0.5,0.5,0,3,None,Other,"Rap/Hip hop",Fly,Healthy,Relative,"Wildlife, animals"
USA,KY,2013,"12        ",Male,17,Right-Handed,177,30,170,1,Car,5,.329,49,Lacrosse,610,524,770,481,380,198,30,"Same length",80,85,"Ring finger",August,Fall,Yes,No,Other,Water,Music,7,10,3,"Yes - broadband connection","Text messaging",15,20,15,0,10,20,20,5,2,0,20,4,0,5,"A lot","Graduate degree","Punk rock",Telepathy,Happy,"Musician or singer","Arts, culture, sports"
USA,KY,2018,"10        ",Male,17,Right-Handed,180,26,182,1,Bus,51,0.77,55,None,980,653,408,711,231,478,26,"Same length",30,28,"Index finger",February,Fall,Yes,No,Seafood,Coffee,Art,7,10,2,"Yes - broadband connection","Text messaging",13,12,30,6,16,36,7,0,63,56,85,36,0,14,"A lot","Graduate degree",Other,"Freeze time",Happy,Friend,"International aid"
USA,KY,2018,"10        ",Female,17,Right-Handed,173,25,173,1,Car,30,0.358,36,Walking/Hiking,800,750,850,650,900,1000,25,"Same length",73,80,"Ring finger",March,Spring,No,No,Pizza/Pasta,Water,"Computers and technology",5,8,2,"Yes - broadband connection","In person",13,29,8,2,11,14,2,16,0,2,5,7,0,4,Some,"Undergraduate degree","Rock and roll","Freeze time",Happy,Politician,Environment
